0.3,0.2,0.6,0.7,1.02,,,,0.5
0.3,0.3,0.6,0.7,1.521834,,,,0.4
0.3,0.4,0.6,0.7,1.915027333,,,,0.3
0.3,0.5,0.6,0.7,2.439962,,,,0.2
0.3,0.4,0.55,0.7,1.790179,,,,0.3
0.3,0.4,0.6,0.7,1.915027333,,,,0.3
0.3,0.4,0.65,0.7,1.975234333,,,,0.3
0.3,0.4,0.7,0.7,1.9007895,,,,0.3
0.3,0.4,0.75,0.7,1.745018667,,,,0.3
0.3,0.4,0.6,0.5,0.960031,,,,0.3
0.3,0.4,0.6,0.6,1.379579667,,,,0.3
0.3,0.4,0.6,0.7,1.915027333,,,,0.3
0.3,0.4,0.6,0.8,2.996029,,,,0.3
0.3,0.4,0.6,0.9,4.265481,,,,0.3
0.3,0.3,0.6,0.6,1.206037,,,,0.4
0.3,0.3,0.7,0.7,1.874286667,,,,0.4
0.3,0.3,0.65,0.8,2.242378333,,,,0.4
0.3,0.4,0.7,0.6,1.548675,,,,0.3
0.3,0.4,0.65,0.7,2.381853,,,,0.3
0.3,0.4,0.6,0.8,3.363445,,,,0.3
0.3,0.5,0.65,0.6,1.973898,,,,0.2
0.3,0.5,0.6,0.7,2.852986333,,,,0.2
0.3,0.5,0.7,0.8,3.8408175,,,,0.2
0.5,0,0.6,0.6,0.059780256,,,,0.5
0.5,0,0.6,0.7,0.212780142,,,,0.5
0.5,0,0.6,0.8,0.4485465,,,,0.5
0.5,0,0.6,0.9,0.611640367,,,,0.5
0.5,0,0.6,1,0.948380398,,,,0.5
0.091,0.454545455,0.6,0.8,0.332519809,,,,0.4545
0.1666,0.416666667,0.6,0.8,1.245301311,,,,0.416666667
0.230769231,0.384615385,0.6,0.8,1.495303049,,,,0.384615385
0.2858,0.357142857,0.6,0.8,1.878973294,,,,0.357142857
0.7,0,0.6,0.8,0.03537,,,,0.3
0.6,0,0.6,0.8,0.469,,,,0.4
0.4,0,0.6,0.8,0.10591,,,,0.6
0.3,0,0.6,0.8,0.03537,,,,0.7
1,0,0.6,0.6,0.955723473,,,,0
1,0,0.6,0.7,1.441704004,,,,0
1,0,0.6,0.8,1.98312412,,,,0
1,0,0.6,0.9,2.591285315,,,,0
1,0,0.6,1,3.437142439,,,,0
0.5,0,0.4,0.8,0.026594306,,,,0.5
0.5,0,0.5,0.8,0.272702115,,,,0.5
0.5,0,0.7,0.8,0.256630083,,,,0.5
0.5,0,0.8,0.8,0.161994777,,,,0.5
0.5,0,0.9,0.8,0.135855222,,,,0.5
0,0.3,0.6,0.8,0.16795048,,,,0.7
0,0.4,0.6,0.8,0.305541485,,,,0.6
